id,source_date_accessed,,source_id,short_title,author,year,genre,gender,translator,title,place,fromat,catalogue,notes
1432,GARSIDE1800-1829,20100817,1819A060,"Tales of my Landlord, Third Series",Sir Walter SCOTT,1819,goth,Male,,"TALES OF MY LANDLORD, THIRD SERIES, COLLECTED AND ARRANGED BY JEDEDIAH CLEISHBOTHAM, SCHOOLMASTER AND PARISH-CLERK OF GANDERCLEUGH. IN FOUR VOLUMES","Edinburgh:                     Printed for Archibald Constable and Co.; Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row; and Hurst, Robinson, and Co. 90, Cheapside, London, 1819",4 vols (I 333p; II 324p; III 333p: IV 330p). 12&deg;,"BL 636.e.8,9; ECB 575; EN2 1819: 61; NSTC 2S10296; OCLC 2461092",
1506,GARSIDE1800-1829,20100817,1820A061,"Abbot, The",Sir Walter SCOTT,1820,goth,Male,,"THE ABBOT. BY THE AUTHOR OF ""WAVERLEY."" IN THREE VOLUMES","Edinburgh:                     Printed for Longman, Hurst, Rees, Orme, and Brown, London; and for Archibald Constable and Company, and John Ballantyne, 1820","3 vols (I iv, 348p; II 351p; III 367p). 12&deg;","Corvey, CME 3-628-48545-2; ECB 1; EN2 1820: 62; NSTC 2S9409; OCLC 777337",
1507,GARSIDE1800-1829,20100817,1820A062,Ivanhoe,Sir Walter SCOTT,1820,goth,Male,,"IVANHOE; A ROMANCE. BY ""THE AUTHOR OF WAVERLEY,"" &C. IN THREE VOLUMES","Edinburgh:                     Printed for Archibald Constable and Co; and Hurst, Robinson, and Co. 90, Cheapside, London, 1820","3 vols (I xxxiii, 298p; II 327p; III 371p). 8&deg;",BL 247.e.25&ndash;7; ECB 303; EN2 1820: 63; NSTC 2S9692; OCLC 20010815,
1508,GARSIDE1800-1829,20100817,1820A063,"Monastery, The",Sir Walter SCOTT,1820,goth,Male,,"THE MONASTERY. A ROMANCE. BY THE AUTHOR OF ""WAVERLEY."" IN THREE VOLUMES","Edinburgh:                     Printed for Longman, Hurst, Rees, Orme, and Brown, London; and for Archibald Constable and Co., and John Ballantyne, Bookseller to the King, 1820",3 vols (I 331p; II 330p; III 351p). 12&deg;,Corvey; CME 3-628-48578-9; ECB 391; EN2 1820: 64; NSTC 2S10043; OCLC 1331650,
1578,GARSIDE1800-1829,20100817,1821A063,Kenilworth,Sir Walter SCOTT,1821,goth,Male,,"KENILWORTH; A ROMANCE. BY THE AUTHOR OF ""WAVERLEY,"" ""IVANHOE,"" &C. IN THREE VOLUMES","Edinburgh:                     Printed for Archibald Constable and Co.; and John Ballantyne; and Hurst, Robinson, and Co., London, 1821",3 vols (I 320p; II 339p; III 348p). 8&deg;,Corvey; CME 3-628-48582-7; ECB 318; EN2 1821: 64; NSTC 2S9760; OCLC 2023263,"Introductory Epistle' signed 'Cuthbert Clutterbuck', Kennaquhair, 1 Apr 1822"
1655,GARSIDE1800-1829,20100817,1822A065,"Fortunes of Nigel, The",Sir Walter SCOTT,1822,goth,Male,,"THE FORTUNES OF NIGEL. BY THE AUTHOR OF ""WAVERLEY, KENILWORTH,"" &C. IN THREE VOLUMES","Edinburgh:                     Printed for Archibald Constable and Co.; and Hurst, Robinson, and Co., London, 1822","3 vols (I xlviii, 313p; II 334p; III 349p). 8&deg;",Corvey; CME 3-628-48577-0; ECB 212; EN2 1822: 66; NSTC 2S9583; OCLC 38981912,"Prefatory Letter' signed 'Jonas Driasdust', Michaelmas-day, 1822, York"
1656,GARSIDE1800-1829,20100817,1822A066,Peveril of the Peak,Sir Walter SCOTT,1822,goth,Male,,"PEVERIL OF THE PEAK. BY THE AUTHOR OF ""WAVERLEY, KENILWORTH,"" &C. IN FOUR VOLUMES","Edinburgh:                     Printed for Archibald Constable and Co.; and Hurst, Robinson, and Co. London, 1822","4 vols (I xxxii, 302p; II 319p; III 315p; IV 320p). 8&deg;",Corvey; CME 3-628-48579-7; ECB 444; EN2 1822: 67; NSTC 2S10093; OCLC 2392685,"Advertisement', signed 'The Author of Waverley', dated 1 Nov 1821"
1657,GARSIDE1800-1829,20100817,1822A067,"Pirate, The",Sir Walter SCOTT,1822,goth,Male,,"THE PIRATE. BY THE AUTHOR OF ""WAVERLEY, KENILWORTH,"" &C. IN THREE VOLUMES","Edinburgh:                     Printed for Archibald Constable and Co.; and Hurst, Robinson, and Co. London, 1822","3 vols (I vii, 322p; II 332p; III 346p). 8&deg;",Corvey; CME 3-628-48580-0; ECB 452; EN2 1822: 68; NSTC 2S10118; OCLC 735850,
1746,GARSIDE1800-1829,20100817,1823A074,Quentin Durward,Sir Walter SCOTT,1823,goth,Male,,"QUENTIN DURWARD. BY THE AUTHOR OF ""WAVERLEY, PEVERIL OF THE PEAK,"" &C. IN THREE VOLUMES","Edinburgh:                     Printed for Archibald Constable and Co.; and Hurst, Robinson, and Co. London, 1823","3 vols (I lxiii, 273p; II 331p; III 360p). 8&deg;",Corvey; CME 3-628-48583-5; ECB 476; EN2 1823: 74; NSTC 2S10140; OCLC 12529814,
1842,GARSIDE1800-1829,20100817,1824A083,Redgauntlet,Sir Walter SCOTT,1824,goth,Male,,"REDGAUNTLET. A TALE OF THE EIGHTEENTH CENTURY. BY THE AUTHOR OF ""WAVERLEY."" IN THREE VOLUMES","Edinburgh:                     Printed for Archibald Constable and Co.; and Hurst, Robinson, and Co. London, 1824",3 vols (I 319p; II 328p; III 331p). 8&deg;,Corvey; CME 3-628-48581-9; ECB 482; EN2 1824: 83; NSTC 2S10163; OCLC 1985091,
1843,GARSIDE1800-1829,20100817,1824A084,St Ronan's Well,Sir Walter SCOTT,1824,goth,Male,,"ST RONAN'S WELL. BY THE AUTHOR OF ""WAVERLEY, QUENTIN DURWARD,"" &C. IN THREE VOLUMES","Edinburgh:                     Printed for Archibald Constable and Co.; and Hurst, Robinson, and Co. London, 1824",3 vols (I 310p; II 325p; III 323p). 8&deg;,Corvey; CME 3-628-48585-1; ECB 512; EN2 1824: 84; NSTC 2S10227; OCLC 2691234,I The Betrothed; II The Betrothed; III The Talisman; IV The Talisman
1931,GARSIDE1800-1829,20100817,1825A073,Tales of the Crusaders,Sir Walter SCOTT,1825,goth,Male,,"TALES OF THE CRUSADERS. BY THE AUTHOR OF ""WAVERLEY, QUENTIN DURWARD,"" &C. IN FOUR VOLUMES","Edinburgh:                     Printed for Archibald Constable and Co.; and Hurst, Robinson, and Co. London, 1825","4 vols (I xxviii, 327p; II 355p; III 325p; IV 364p). 8&deg;",Corvey; CME 3-628-48597-5; ECB 576; EN2 1825: 73; NSTC 2S10307; OCLC 5584494,
2019,GARSIDE1800-1829,20100817,1826A070,Woodstock,Sir Walter SCOTT,1826,goth,Male,,"WOODSTOCK; OR, THE CAVALIER. A TALE OF THE YEAR SIXTEEN HUNDRED AND FIFTY-ONE. BY THE AUTHOR OF ""WAVERLEY, TALES OF THE CRUSADERS,"" &C. IN THREE VOLUMES","Edinburgh:                     Printed for Archibald Constable and Co.; and Longman, Rees, Orme, Brown, and Green, London, 1826","3 vols (I xvi, 315p; II 332p; III 370p). 8&deg;",Corvey; CME 3-628-48599-1; ECB 647; EN2 1826: 70; NSTC 2S10385; OCLC 1987882,"Introduction signed Walter Scott, Abbotsford, 1 Oct 1827. [1st series]"
2088,GARSIDE1800-1829,20100817,1827A062,Chronicles of the Canongate,Sir Walter SCOTT,1827,goth,Male,,"CHRONICLES OF THE CANONGATE; BY THE AUTHOR OF ""WAVERLEY,"" &C. IN TWO VOLUMES","Edinburgh:                     Printed for Cadell and Co.; and Simpkin and Marshall, London, 1827","2 vols (I xxviii, 351p; II 374p). 8&deg;",Corvey; CME 3-628-48542-8; ECB 521; EN2 1827: 63; NSTC 2S9527; OCLC 1328813,"Saint Valentine's Day; or, the Fair Maid of Perth' (drop-head title) begins at vol. 1, p. 23"
2176,GARSIDE1800-1829,20100817,1828A070,Chronicles of the Canongate. Second Series,Sir Walter SCOTT,1828,goth,Male,,"CHRONICLES OF THE CANONGATE. SECOND SERIES. BY THE AUTHOR OF ""WAVERLEY,"" &C. IN THREE VOLUMES","Edinburgh:                     Printed for Cadell and Co.; and Simpkin and Marshall, London, 1828",3 vols (I 336p; II 336p; III 348p). 8&deg;,Corvey; CME 3-628-48542-8; ECB 521; EN2 1828: 72; NSTC 2S9531; OCLC 764449,
2264,GARSIDE1800-1829,20100817,1829A075,Anne of Geierstein,Sir Walter SCOTT,1829,goth,Male,,"ANNE OF GEIERSTEIN; OR, THE MAIDEN OF THE MIST. BY THE AUTHOR OF ""WAVERLEY,"" &C. IN THREE VOLUMES","Edinburgh:                     Printed for Cadell and Co.; and Simpkin and Marshall, London, 1829",3 vols (I 336p; II 346p; III 381p). 8&deg;,Corvey; CME 3-628-48546-0; ECB 521; EN2 1829: 75; NSTC 2S9436; OCLC 1250944,
855,GARSIDE1800-1829,20100817,1810A077,Zastrozzi,Percy Bysshe SHELLEY,1810,goth,Male,,"ZASTROZZI, A ROMANCE. BY P. B. S","London:                     Printed for G. Wilkie and J. Robinson, 57, Paternoster Row, 1810",1 vol.  (252p). 12&deg;,Corvey; CME 3-628-48997-0; ECB 654; EN2 1810: 76; NSTC S1642; OCLC 3171405,
941,GARSIDE1800-1829,20100817,1811A072,St Irvyne,Percy Bysshe SHELLEY,1811,goth,Male,,"ST. IRVYNE; OR, THE ROSICRUCIAN: A ROMANCE. BY A GENTLEMAN OF THE UNIVERSITY OF OXFORD","London:                     Printed for J. J. Stockdale, 41, Pall Mall, 1811",1 vol.  (236p). 12&deg;,Corvey; CME 3-628-48489-8; ECB 511; EN2 1811: 72; NSTC S1640; OCLC 1944520,Dedication 'to the Right Honourable the Countess Craven'
762,GARSIDE1800-1829,20100817,1809A063,Osrick,Richard SICKELMORE,1809,goth,Male,,"OSRICK; OR, MODERN HORRORS. A ROMANCE. INTERSPERSED WITH A FEW ANECDOTES, &C. THAT HAVE THEIR FOUNDATION IN TRUTH, AND WHICH ARE OCCASIONALLY POINTED OUT TO THE READER. IN THREE VOLUMES. BY RICHARD SICKELMORE, AUTHOR OF MARY-JANE; RAYMOND; AGNES AND LEONORA; EDGAR; RASHLEIGH ABBEY; &C. &C","London:                     Printed at the Minerva-Press, for Lane, Newman, and Co. Leadenhall-Street, 1809","3 vols (I viii, 219p; II 210p; III 246p). 12&deg;",Corvey; CME 3-628-48692-0; ECB 537; EN2 1809: 63; NSTC S1915; xOCLC,"Trans. of <i>Arwed Gyllenstierna</i> (Dresden, 1823)"
2101,GARSIDE1800-1829,20100817,1827A075,Arwed Gyllensterna,Carl Franz van der VELDE,1827,goth,Male,,"ARWED GYLLENSTERNA, A TALE OF THE EARLY PART OF THE EIGHTEENTH CENTURY; FROM THE GERMAN OF C. F. VANDER VELDE. IN TWO VOLUMES","London:                     Printed for E. Lloyd and Son, Harley-Street, 1827","2 vols (I iv, 247p; II 251p). 8&deg;",BL N.501; ECB 609; EN2 1827: 74; NSTC 2V1964; xOCLC,"Trans. of <i>Rinaldo Rinaldini, der R&auml;uberhauptmann</i> (Leipzig, 1799). Half-titles, drop-head and running-titles all read: 'Rinaldo Rinaldini'. Preface, vol. 1, pp. [iii]&ndash;viii, incorporating 'The Author's Preface [&hellip;] written on St. Rosalia's day 1798'. 8 pp. (unn.) list of 'Books Printed for T. N. Longman and O. Rees' at end of vol. 3. ECB 494 lists Newman edn, 1831"
75,GARSIDE1800-1829,20100817,1800A075,"History of Rinaldo Rinaldini, The",Christian August VULPIUS,1800,goth,Male,John HINCKLEY,"THE HISTORY OF RINALDO RINALDINI, CAPTAIN OF BANDITTI. TRANSLATED FROM THE GERMAN OF VULPIUS. BY I. HINCKLEY, ESQ. IN THREE VOLUMES","London:                     Printed by A. Strahan, Printers-Street, for Longman and Rees, Paternoster-Row; and C. Geisweiler, Parliament-Street, 1800","3 vols (I viii, 269p; II 247p; III 200p). 12&deg;",ViU PZ2.V84H.1800; EN2 1800: 75; ESTC t219039; OCLC 7121022,"Trans. of <i>Ferrandino; Fortsetzung der Geschichte Rinaldinis</i> (Leipzig, 1799). ER and QR in their listings of New Publications for Feb 1813 and May 1813 respectively both state 'Translated from the German, by George Soane, A.B.'. DNB and Block, however,  attribute the translation to Henry George Bohn (1796&ndash;1884). ECB 204 lists Colburn edn, Apr 1813, price 10s 6d. Summers (p. 323) gives only a Colburn 1813 edn, 'by Henry G. Bohn', later adv. by Newman. It is possible that this represents a rival version, though no copy with this imprint has  been located"
1078,GARSIDE1800-1829,20100817,1813A062,Ferrandino,Christian August VULPIUS,1813,goth,Male,Henry George BOHN,FERRANDINO: BY THE AUTHOR OF RINALDO RINALDINI. A CONTINUATION OF THAT CELEBRATED ROMANCE. TRANSLATED FROM THE GERMAN. IN TWO VOLUMES,"London:                     Printed and published by W. Oxberry, and sold by all Booksellers, 1813","2 vols (I ii, 220p; II 180p). 12&deg;",ViU PZ2.V84F.1813; EN2 1813: 61; xNSTC; OCLC 7112124,"Dedication 'to the Ladies of Great Britain', signed Duke's Court, St Martin's Lane. Vol. 2 imprint differs by reading: 'London: Printed at the Minerva-Press, for Lane and Newman, Leadenhall-Street, 1803'. ECB gives publisher as Jee only"
291,GARSIDE1800-1829,20100817,1803A074,Bellgrove Castle,Thomas Henry WHITE,1803,goth,Male,,"BELLGROVE CASTLE; OR, THE HORRID SPECTRE! A ROMANCE. IN FOUR VOLUMES. BY T. H. WHITE","London:                     Printed by J. Norris, No. 2, Old Round-Court, Strand, for T. H. White, Duke's-Court, St. Martin's-Lane, and W. Jee, No. 447, Strand, 1803","4 vols (I vi, 223p; II 209p; III 234p; IV 279p). 12&deg;",Corvey; CME 3-628-48904-0; ECB 635; EN2 1803: 74; NSTC W1686; xOCLC,Dedication to Reverend George Croly
1673,GARSIDE1800-1829,20100817,1823A001,December Tales,William Harrison AINSWORTH,1823,potgoth,Male,,DECEMBER TALES,"London:                     Printed for G. and W. B. Whittaker, Ave-Maria Lane, 1823",1 vol.  (231p). 12&deg;,Corvey; CME 3-628-51012-0; ECB 156; EN2 1823: 18; NSTC 2A5871; OCLC 16385389,"Trans. of <i>Le Solitaire</i> (Paris, 1821). Preface likens aspects of the work to 'the historical character and dramatic style of the novels of the author of Waverley' (p. [iii]), while pointing also to its own extensive fame in France. 'Preface to the Fifth Edition of the Original' also in vol. 1, pp. [1]&ndash;3"
1533,GARSIDE1800-1829,20100817,1821A018,"Recluse, The",Charles Vicomte d' ARLINCOURT,1821,potgoth,Male,,"THE RECLUSE; A TRANSLATION OF ""LE SOLITAIRE,"" BY M. LE VICOMTE D'ARLINCOURT. IN TWO VOLUMES","London:                     Henry Colburn and Co. Public Library, Conduit Street, Hanover Square, 1821","2 vols (I v, 218p; II 218p). 12&deg;",Corvey; CME 3-628-47456-6; ECB 152; EN2 1821: 21; NSTC 2A15600; OCLC 52976952,"Trans. of <i>Le RenÃ_Â©gat</i> (Paris, 1822). Preface begins: 'The interesting nature of this novel, and the eloquence of its descriptions, no less than its great popularity at this moment, are the reasons which have caused it to be presented to the public in an English dress. The avidity with which the first copies were bought up in Paris is almost unexampled. Four editions were published in immediate succession, and it still continues in the highest esteem' (vol. 1, p. [v])"
1605,GARSIDE1800-1829,20100817,1822A015,"Renegade, The",Charles Vicomte d' ARLINCOURT,1822,potgoth,Male,,"THE RENEGADE, TRANSLATED FROM THE FRENCH OF M. LE VICOMTE D'ARLINCOURT","London:                     J. Robins and Co. Ivy Lane, Paternoster Row, 1822","2 vols (I viii, 256p; II 272p). 8&deg;",BL 1152.i.17; ECB 152; EN2 1822: 16; NSTC 2A15599; xOCLC,"Trans. of <i>IpsiboÃ_Â©</i> (Paris, 1823)"
1686,GARSIDE1800-1829,20100817,1823A014,Ipsibo&#233;,Charles Vicomte d' ARLINCOURT,1823,potgoth,Male,,IPSIBO&#201;. TRANSLATED FROM THE FRENCH OF M. LE VICOMTE D'ARLINCOURT,"London:                     J. Robins and Co. Ivy Lane, Paternoster-Row, 1823","2 vols (I viii, 284p; II, 270p). 8&deg;",O 8<sup>o</sup>.W.304.B5; ECB 26; EN2 1823: 19; NSTC 2A15598; OCLC 35010614,"Trans. of <i>Lorimon, ou l'homme tel qu'il est</i> (Paris, n.d.). Preface by the Translator"
231,GARSIDE1800-1829,20100817,1803A014,Lorimon,Fran&#231;ois-Thomas-Marie de BACULARD D'ARNAUD,1803,potgoth,Male,,"LORIMON, OR MAN IN EVERY STAGE OF LIFE. A NOVEL. IN TWO VOLUMES. BY B. D'ARNAUD. TRANSLATED FROM THE FRENCH","London:                     Printed at the Minerva-Press, for Lane and Newman, Leadenhall-Street, 1803","2 vols (I xii, 206p; II 228p). 12&deg;",Corvey; CME 3-628-47422-1; ECB 353; EN2 1803: 14; xNSTC; xOCLC,[1st series]
1870,GARSIDE1800-1829,20100817,1825A012,"Tales, by the O'Hara Family",John BANIM,1825,potgoth,Male,,"TALES, BY THE O'HARA FAMILY: CONTAINING CROHOORE OF THE BILL-HOOK. THE FETCHES, AND JOHN DOE. IN THREE VOLUMES","London:                     Printed for W. Simpkin and R. Marshall, Stationers'-Hall Court, Ludgate-Street, 1825",3 vols (I 367p; II 392p; III 404p). 12&deg;,Corvey; CME 3-628-47950-9; ECB 575; EN2 1825: 13; NSTC 2O2238; OCLC 4449161,"Introductory letter dated Inismore, 2 Feb 1826 and signed 'A. O'H.'"
1961,GARSIDE1800-1829,20100817,1826A012,"Boyne Water, The",John BANIM,1826,potgoth,Male,,"THE BOYNE WATER, A TALE, BY THE O'HARA FAMILY. AUTHORS OF TALES, COMPRISING CROHOORE OF THE BILL-HOOK, THE FETCHES, AND JOHN DOE. IN THREE VOLUMES","London:                     Printed for W. Simpkin and R. Marshall, Stationer's-Hall Court, Ludgate-Street, 1826","3 vols (I xxix, 375p; II 421p; III 436p). 12&deg;",Corvey; CME 3-628-47272-5; ECB 70; EN2 1826: 13; NSTC 2O2242; OCLC 19790801,
1962,GARSIDE1800-1829,20100817,1826A013,Tales by the O'Hara Family. Second Series,John BANIM,1826,potgoth,Male,,"TALES BY THE O'HARA FAMILY. SECOND SERIES. COMPRISING THE NOWLANS, AND PETER OF THE CASTLE. IN THREE VOLUMES","London:                     Henry Colburn, New Burlington Street, 1826",3 vols (I 318p; II 360p; III 381p). 12&deg;,Corvey; CME 3-628-47940-1; ECB 575; EN2 1826: 14; NSTC 2O2239; OCLC 17421425,"For evidence that Michael, as opposed to John, Banim was the author of this title, see <a href=""../guide/update4.html"">EN2 Update 4</a> and Publishing Papers (click on link below). Dedication 'to Sheffield Grace, Esq, F.S.A. &c.', signed 'The O'Hara Family'"
2120,GARSIDE1800-1829,20100817,1828A014,"Croppy, The",Michael BANIM,1828,potgoth,Male,,"THE CROPPY; A TALE OF 1798. BY THE AUTHORS OF ""THE O'HARA TALES,"" ""THE NOWLANS,"" AND ""THE BOYNE WATER."" IN THREE VOLUMES","London:                     Henry Colburn, New Burlington Street, 1828",3 vols (I 314p; II 299p; III 318p). 12&deg;,Corvey; CME 3-628-47353-5; ECB 145; EN2 1828: 17; NSTC 2B6685; OCLC 6707061,
2121,GARSIDE1800-1829,20100817,1828A015,"Anglo-Irish of the Nineteenth Century, The",John BANIM,1828,potgoth,Male,,THE ANGLO-IRISH OF THE NINETEENTH CENTURY. A NOVEL. IN THREE VOLUMES,"London:                     Henry Colburn, New Burlington Street, 1828",3 vols (I 308p; II 305p; III 303p). 12&deg;,Corvey; CME 3-628-47060-9; ECB 19; EN2 1828: 16; NSTC 2B6659; OCLC 13302121,
2714,GARSIDE1830-1836,20110421,1835:022,THE MAYOR OF WIND-GAP AND CANVASSING,"[BANIM, John and Michael; and MARTIN, Harriet Letitia]",1835,potgoth,Male,,THE MAYOR OF WIND-GAP AND CANVASSING. BY THE O'HARA FAMILY. IN THREE VOLUMES.,"London: Saunders and Otley, Conduit Street, 1835.",,,"Frontispiece portrait of 'Mr. Thomas Bellamy', carrying the legend 'Published as the Act directs, December 20th 1800, by Earle & Hemet Albemarle Street'. Preface signed by Elizabeth Sarah Villa-Real Gooch, Nov 1800"
97,GARSIDE1800-1829,20100817,1801A015,"Beggar Boy, The",Thomas BELLAMY,1801,potgoth,Male,,"THE BEGGAR BOY: A NOVEL, IN THREE VOLUMES. BY THE LATE MR. THOMAS BELLAMY. TO WHICH ARE PREFIXED, BIOGRAPHICAL PARTICULARS OF THE AUTHOR, BY MRS. VILLA-REAL GOOCH","London:                     Printed for Earle and Hemet, No. 47, Albemarle-Street, Piccadilly, by Hare and Co. King-Street, Covent-Garden, 1801","3 vols (I xlvi, 182p, ill.; II 225p; III 230p). 12&deg;",Corvey; CME 3-628-47189-3; ECB 49; EN2 1801: 15; NSTC B1418; xOCLC,
1965,GARSIDE1800-1829,20100817,1826A016,"Mysterious Monk, The",C. A. BOLEN,1826,potgoth,Male,,"THE MYSTERIOUS MONK; OR, THE WIZARD'S TOWER. AN HISTORICAL ROMANCE. IN THREE VOLUMES. BY C. A. BOLEN","London:                     Printed for A. K. Newman and Co. Leadenhall-Street, 1826",3 vols (I 242p; II 234p; III 239p). 12&deg;,Corvey; CME 3-628-47265-2; ECB 64; EN2 1826: 17; NSTC 2B39615; OCLC 6653001,"The Author To His Book' (in verse), dated 6 Sept 1802"
170,GARSIDE1800-1829,20100817,1802A014,Le Forester,Sir Samuel Egerton BRYDGES,1802,potgoth,Male,,"LE FORESTER, A NOVEL. BY THE AUTHOR OF ARTHUR FITZ-ALBINI. IN THREE VOLUMES","London:                     Printed for J. White, Fleet Street, by T. Bensley, Bolt Court, 1802","3 vols (I vii, 294p; II 250p; III 226p). 12&deg;",Corvey; CME 3-628-47799-9; ECB 336; EN2 1802: 16; NSTC L1048; OCLC 11651616,"Preface dated Geneva, 23 Aug 1819. <i>Coningsby, a Tragic Tale</i> was printed separately, with Paris, Geneva and London publishers on the t.p., in 1819. <i>Lord Brokenhurst, or Fragments of Winter Leaves, a Tragic Tale</i> was also published separately, with a Geneva imprint, 1819. In addition to these titles, Brydges published <i>Sir Ralph Willoughby: An Historical Tale of the Sixteenth Century</i> under a Florence imprint of 1820, but no London issue of this has been discovered (copies at BL, C, E, O, and MH, all have Florence only imprint)"
1461,GARSIDE1800-1829,20100817,1820A016,Tragic Tales,Sir Samuel Egerton BRYDGES,1820,potgoth,Male,,"TRAGIC TALES. CONINGSBY, AND LORD BROKENHURST. BY SIR EGERTON BRYDGES, BART","London:                     Printed for Robert Triphook, 23, Old Bond-Street, 1820",2 vols (I 186p; II 198p). 18&deg;,Corvey; CME 3-628-47143-5; EN2 1820: 18; NSTC 2B55206; OCLC 29139957,
1535,GARSIDE1800-1829,20100817,1821A020,"Hall of Hellingsley, The",Sir Samuel Egerton BRYDGES,1821,potgoth,Male,,"THE HALL OF HELLINGSLEY; A TALE. BY SIR S. E. BRYDGES, BART. &C. &C. &C. IN THREE VOLUMES","London:                     Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster-Row, 1821","3 vols (I vii, 209p; II viii, 245p; III viii, 293p). 12&deg;",Corvey; CME 3-628-47142-7; ECB 81; EN2 1821: 23; NSTC 2B55163; OCLC 13357210,"Notice to the Reader', dated 20 Feb 1829, stating that the original was published in a magazine. The second story begins on p. 201"
2215,GARSIDE1800-1829,20100817,1829A026,Father Butler,William CARLETON,1829,potgoth,Male,,FATHER BUTLER. THE LOUGH DEARG PILGRIM. BEING SKETCHES OF IRISH MANNERS,"Dublin:                     William Curry, jun. and Co., 9, Upper Sackville-Street, 1829","1 vol.  (iv, 302p, ill.). 12&deg;",BL 4413.f.40(3); ECB 201; EN2 1829: 25; NSTC 2C7486; OCLC 2079979,
2311,GARSIDE1830-1836,20110421,1830:039,THE WEIRD WOMAN OF THE WRAAGH,"COATES, Mr [H",1830,potgoth,Male,,"THE WEIRD WOMAN OF THE WRAAGH; OR, BURTON AND LE MOORE. AN HISTORICAL TALE. BY MR. COATES. IN FOUR VOLUMES.","London: Printed for A. K. Newman and Co., 1830.",,,Originally published New York 1820 (Blanck)
1540,GARSIDE1800-1829,20100817,1821A025,Precaution,James Fenimore COOPER,1821,potgoth,Male,,"PRECAUTION, A NOVEL. IN THREE VOLUMES","London:                     Henry Colburn and Co. Public Library, Conduit Street, Hanover Square, 1821",3 vols (I 307p; II 301p; III 315p). 12&deg;,Corvey; CME 3-628-47332-2; ECB 467; EN2 1821: 28; NSTC 2C36867; OCLC 11743483,"Originally published New York 1821 (Blanck). OCLC also lists three other London issues, apparently with an 1822 provenance"
1613,GARSIDE1800-1829,20100817,1822A023,"Spy, The",James Fenimore COOPER,1822,potgoth,Male,,THE SPY; A TALE OF THE NEUTRAL GROUND; REFERRING TO SOME PARTICULAR OCCURRENCES DURING THE AMERICAN WAR: ALSO POURTRAYING AMERICAN SCENERY AND MANNERS. IN THREE VOLUMES,"London:                     G. and W. B. Whittaker, Ave-Maria-Lane, 1822","3 vols (I x, 318p; II 314p; III 312p). 12&deg;",Corvey; ECB 135; EN2 1822: 24; NSTC 2C36880; OCLC 1425536,"Preface 'to Mr. Charles Wiley, Bookseller', signed 'the Author, New-York, January 1st, 1823'. Originally published New York 1823 (Blanck)"
1696,GARSIDE1800-1829,20100817,1823A024,"Pioneers, The",James Fenimore COOPER,1823,potgoth,Male,,"THE PIONEERS, OR THE SOURCES OF THE SUSQUEHANNA; A DESCRIPTIVE TALE. BY THE AUTHOR OF ""THE SPY."" IN THREE VOLUMES","London:                     John Murray, Albemarle-Street, 1823","3 vols (I viii, 268p; II 274p; III 364p). 12&deg;",BL N.175; ECB 452; EN2 1823: 28; NSTC 2C36864; OCLC 4301035,"Originally published New York 1823 (Blanck, NSTC)"
1785,GARSIDE1800-1829,20100817,1824A026,"Pilot, The",James Fenimore COOPER,1824,potgoth,Male,,"THE PILOT; A TALE OF THE SEA. BY THE AUTHOR OF ""THE SPY,"" ""PIONEERS,"" &C. &C. &C. IN THREE VOLUMES","London:                     John Miller, 5, New Bridge Street, Blackfriars, 1824","3 vols (I viii, 268p; II 342p; III 303p). 12&deg;",Corvey; ECB 134; EN2 1824: 26; NSTC 2C36860; OCLC 3785677,"Originally published New York 1824&ndash;25 (OCLC). OCLC 43180886 describes another London 1825 edn, with the imprint of Orlando Hodgson"
1876,GARSIDE1800-1829,20100817,1825A018,Lionel Lincoln,James Fenimore COOPER,1825,potgoth,Male,,"LIONEL LINCOLN; OR, THE LEAGUER OF BOSTON. BY THE AUTHOR OF THE ""SPY,"" ""PIONEERS,"" ""PILOT,"" &C. &C. &C. IN THREE VOLUMES","London:                     John Miller, 5, New Bridge Street, Blackfriars, 1825",3 vols (I 319p; II 300p; III 275p). 12&deg;,Corvey; ECB 134; EN2 1825: 20; NSTC 2C36836; OCLC 1442562,"This was set from advance sheets of the Paris (1827) edn, and preceded the first American edn (Blanck)"
2051,GARSIDE1800-1829,20100817,1827A025,"Prairie, The",James Fenimore COOPER,1827,potgoth,Male,,"THE PRAIRIE, A TALE, BY THE AUTHOR OF THE SPY, THE PILOT, &C. &C. IN THREE VOLUMES","London:                     Henry Colburn, New Burlington Street, 1827","3 vols (I viii, 339p; II 370p; III 366p). 12&deg;",Corvey; CME 3-628-47331-4; ECB 135; EN2 1827: 24; NSTC 2C36866; OCLC 4904065,"Dedication to W. B. Shubrick, Esquire, U.S. Navy. First published in Paris (Hector Bossange) and in London (see Blanck, vol. 2 (1957), pp. 279&ndash;80, who indicates that Paris edn was marginally earlier). Corvey copy is identical to the BL copy listed above, apart from its 1828 imprint"
