id,source,source_date_accessed,source_id,short_title,author,year,genre,gender,translator,title,publication,format,catalogue_numbers,notes,further_editions
961,GARSIDE1800-1829,20100817,1812A012,"Peep at the Theatres!, A",ANON,1812,a,Male,,"A PEEP AT THE THEATRES! AND BIRD'S-EYE VIEWS OF MEN IN THE JUBILEE YEAR! A NOVEL, SATIRICAL, CRITICAL, AND MORAL, IN THREE VOLUMES; BY AN OLD NAVAL OFFICER","London:                     Printed for C. Chapple, Pall-Mall, 1812","3 vols (I xii, 231p; II 254p; III 276p). 12&deg;",MH-H 19463.43.A*; ECB 440; EN2 1812: 12; xNSTC; OCLC 5329460,"List of Subscribers', vol. 1, pp. [v]&ndash;vi. Prefatory address 'To the Subscribers', dated Pall-Mall, Feb 1812. Dedications to the Prince Regent, vol. 1, to the Duke of York, vol. 2, and to the Duke of Kent, vol. 3",
995,GARSIDE1800-1829,20100817,1812A046,"Milesian Chief, The",Charles Robert MATURIN,1812,goth,Male,,"THE MILESIAN CHIEF. A ROMANCE. BY THE AUTHOR OF MONTORIO, AND THE WILD IRISH BOY. IN FOUR VOLUMES","London:                     Printed for Henry Colburn, Public Library, Conduit-Street, Hanover-Square, 1812","4 vols (I vi, 228p; II 218p; III 239p; IV 204p). 12&deg;",Corvey; CME 3-628-48130-9; ECB 384; EN2 1812: 46; NSTC M1727; OCLC 6929253,"Dedication to the Quarterly Reviewers, dated Dublin, 12 Dec 1811. Drop-head titles and running-titles read: 'The Milesian'","Philadelphia, 1812 (OCLC); French trans., 1828 [as <i>Connal, ou les Mil޸siens</i> (CCFR)]"
1024,GARSIDE1800-1829,20100817,1813A008,"Widow's Lodgings, The",John BALLANTYNE,1813,?,Male,,THE WIDOW'S LODGINGS; A NOVEL. IN TWO VOLUMES,"Edinburgh:                     Printed by James Ballantyne and Co. and published by John Ballantyne and Co. Hanover-Street; and Longman, Hurst, Rees, Orme, and Brown, London, 1813","2 vols (I xxiii, 202p; II x, 218p). 12&deg;",O Vet.A6e.349; ECB 636; EN2 1813: 8; NSTC B342; OCLC 6618182,"Advertisement' signed Daniel Dawson, Ramsgate, 1 Aug 1812","2nd edn 1813 (Corvey), CME 3-628-48969-5"
1026,GARSIDE1800-1829,20100817,1813A010,"Interesting Adventures of a Hackney Coach, The",Henry BEAUCHAMP,1813,?,Male,,"THE INTERESTING ADVENTURES OF A HACKNEY COACH, (AS RELATED BY THE COACHMAN;) WRITTEN BY HENRY BEAUCHAMP. CONTAINING A GREAT VARIETY OF CURIOUS OCCURRENCES, TAKEN CHIEFLY FROM THE PRESENT TIMES","London:                     Published by S. Hood, 39, Tottenham-Court-Road; and sold by all other Booksellers, 1813","1 vol.  (ii, iv, 154p, ill.). 12&deg;",O 249.s.58; EN2 1813: 10; NSTC B1128; xOCLC,"To the Reader', pp. [i]&ndash;ii, is followed by an unheaded statement concerning the present aim to provide a 'second volume' to 'that ingenious little work, entitled ""The Adventures of a Hackney Coach,"" published in the year 1781'; this is signed 'The Author' and dated London 1813 (pp. [i]&ndash;iv, second sequence). For the original <i>Adventures of a Hackney Coach</i>, see EN1 1781: 1. Collates in sixes",1815 (NSTC)
1028,GARSIDE1800-1829,20100817,1813A012,Sir Ferdinand of England,James Norris BREWER,1813,?,Male,,"SIR FERDINAND OF ENGLAND. A ROMANCE. IN FOUR VOLUMES. BY J. N. BREWER, AUTHOR OF A WINTER'S TALE; AN OLD FAMILY LEGEND; SECRETS MADE PUBLIC, &C","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. Leadenhall-Street, 1813","4 vols (I ii, 216p; II 255p; III 268p; IV 271p). 12&deg;",Corvey; CME 3-628-47203-2; ECB 73; EN2 1813: 12; NSTC B4251; xOCLC,"Notes at the end of all vols: vol. 1, 4 pp. (unn.); vol. 2, 2 pp. (unn.); vol. 3, 3 pp. (unn.); vol. 4, 4 pp. (unn.). Summers (p. 506) lists as 4 vols, Minerva Press, 1802, with 2nd edn Newman 1813. But Blakey, ECB, Hardy, and NSTC all date this work 1813; and the earliest publication by Brewer discovered is 1807",
1029,GARSIDE1800-1829,20100817,1813A013,Sir Gilbert Easterling,James Norris BREWER,1813,?,Male,,"SIR GILBERT EASTERLING, A STORY, SUPPOSED TO HAVE BEEN WRITTEN BY HIMSELF ABOUT THE YEAR 1598. IN FOUR VOLUMES. PREPARED FOR THE PRESS BY JAMES NORRIS BREWER, AUTHOR OF A WINTER'S TALE, SIR FERDINAND OF ENGLAND, &C","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. Leadenhall-Street, 1813","4 vols (I iii, 264p; II 270p; III 241p; IV 255p). 12&deg;",Corvey; CME 3-628-47067-6; ECB 73; EN2 1813: 13; xNSTC; xOCLC,"Introductory Remarks, by the Editor', vol. 1, pp. [i]&ndash;iii. Notes at the end of all vols: vol. 1 and 2, 4 pp. (unn.); vol. 3, 5 pp. (unn.); vol. 4, 6 pp. (unn.)",
1034,GARSIDE1800-1829,20100817,1813A018,"Faithful Irishwoman, The",S. Sparow DE RENZY,1813,?,Male,,"THE FAITHFUL IRISHWOMAN, OR THE HOUSE OF DUNDER. BY CAPTAIN S. S. DE RENZY. IN TWO VOLUMES","London:                     Printed by J. Gillet, Crown-Court, Fleet-Street; and sold by Sherwood, Neely, and Jones, Paternoster-Row; and to be had of all Booksellers, 1813","2 vols (I xx, 215p; II 232p). 12&deg;",CLU-S/C PR.4539DAAAf; ECB 159; EN2 1813: 18; xNSTC; OCLC 3837090,"Dedication to 'my Uncle, Sir Solomon Dunder, Bart.' signed 'Your affectionate Nephew, S. S. Dunder'. 'Subscribers' Names', vol. 1 (3 pp. unn.)",
1035,GARSIDE1800-1829,20100817,1813A019,"Adventures of a Dramatist on a Journey to the London Managers, The",Benjamin FRERE,1813,?,Male,,THE ADVENTURES OF A DRAMATIST ON A JOURNEY TO THE LONDON MANAGERS. IN TWO VOLUMES,"London:                     Printed for Lackington, Allen and Co. Finsbury Square; and sold by all Booksellers, 1813","2 vols (I vi, 204p; II 204p). 12&deg;",BL N.2496; ECB 6; EN2 1813: 19; NSTC F1763; OCLC 13308696,"Dedication to Samuel Whitbread, Esq. M.P., signed B. Frere and dated Handsworth, Staffordshire, 1 Nov 1812. Printer's mark on verso of half-titles reads: 'Printed by Swinney and Ferrall, Birmingham'. ECB 189 (under Ererf [pseud.]) lists Groombridge edn, Dec 1831","2nd edn 1813 (Corvey), CME 3-628-47611-9; 1832 (OCLC)"
1040,GARSIDE1800-1829,20100817,1813A024,St Leonard's Forest,William Henry HITCHENER,1813,?,Male,,"ST. LEONARD'S FOREST; OR, THE CHILD OF CHANCE. A NOVEL. BY WILLIAM HENRY HITCHENER, OF THE SURREY THEATRE. IN TWO VOLUMES","London:                     Printed for C. Chapple, Pall-Mall, 1813","2 vols (I vi, 223p; II 224p). 12&deg;",Corvey; CME 3-628-47673-9; ECB 274; EN2 1813: 24; xNSTC; OCLC 45625533,"Dedication 'to Robert William Elliston, Esq.', dated Blackfriars Road, 6 Nov 1812",
1046,GARSIDE1800-1829,20100817,1813A030,Memoirs of Prince Alexy Haimatoff,Thomas Jefferson HOGG,1813,?,Male,,"MEMOIRS OF PRINCE ALEXY HAIMATOFF. TRANSLATED FROM THE ORIGINAL LATIN MSS. UNDER THE IMMEDIATE INSPECTION OF THE PRINCE, BY JOHN BROWN, ESQ","London:                     Printed for T. Hookham, jun. and E. T. Hookham, 15, Old Bond Street, 1813","1 vol.  (iv, 236p). 12&deg;",BL C.39.e.63; ECB 380; EN2 1813: 30; NSTC H2105; OCLC 36560355,"Preface dated 4 Feb 1813, begins: 'From this Translation, which is so very free, as, in many parts, to be rather a paraphrase than a translation, it is impossible to form any just idea of the classic eloquence and pure Latinity of the original'. Vol. ends with advs (4 pp. unn.), including review extracts",1825 (NSTC)
1048,GARSIDE1800-1829,20100817,1813A032,Lady Durnevor,Anthony Frederick HOLSTEIN,1813,?,Male,,"LADY DURNEVOR; OR, MY FATHER'S WIFE. A NOVEL. IN THREE VOLUMES. BY ANTHONY FREDERICK HOLSTEIN, AUTHOR OF SIR OWEN GLENDOWR; THE ASSASSIN OF ST. GLENROY; LOVE, MYSTERY, AND MISERY; MODERN KATE; INHABITANTS OF EARTH; MISERIES OF AN HEIRESS; BOUVERIE, &C. &C","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. Leadenhall-Street, 1813","3 vols (I iv, 247p; II 240p; III 232p). 12&deg;",Corvey; CME 3-628-47736-0; ECB 278; EN2 1813: 32; xNSTC; xOCLC,Preface dated Jan 1813,
1049,GARSIDE1800-1829,20100817,1813A033,L'Intriguante,Anthony Frederick HOLSTEIN,1813,?,Male,,"L'INTRIGUANTE; OR, THE WOMAN OF THE WORLD. BY ANTHONY FREDERICK HOLSTEIN. AUTHOR OF ISADORA OF MILAN, MISERIES OF AN HEIRESS, BOUVERIE, OR THE PUPIL OF THE WORLD, &C. IN FOUR VOLUMES","London:                     Printed for Henry Colburn, Public Library, Conduit Street, Hanover Square; and sold by George Goldie, Edinburgh; and John Cumming, Dublin, 1813","4 vols (I ix, 216p; II 202p; III 200p; IV 208p). 12&deg;",Corvey; CME 3-628-47737-9; ECB 278; EN2 1813: 33; xNSTC; OCLC 43153163,"Preface dated Jan 1813. Vols 1 and 2 have 'Printed by J. Dennett, Leather Lane, London' on verso of t.p. and colophon of 'Vigurs, Printer, 14, York-Street, Covent Garden'; in vols 3 and 4 these appear the other way round","French trans., 1831"
1056,GARSIDE1800-1829,20100817,1813A040,Age and Youth,August Heinrich Julius LAFONTAINE,1813,?,Male,,"AGE AND YOUTH; OR, THE FAMILIES OF ABENSTEDT. A NOVEL. IN FOUR VOLUMES. FROM THE GERMAN OF LA FONTAINE, AUTHOR OF THE FAMILY OF HALDEN; THE REPROBATE; HERMANN AND EMILIA; DOLGORUCKI AND MENZIKOFF, &C","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. Leadenhall-Street, 1813",4 vols (I 207p; II 247p; III 233p; IV 255p). 12&deg;,BL 12547.dd.8; ECB 326; EN2 1813: 39; NSTC L146; OCLC 46643557,German original not discovered,
1062,GARSIDE1800-1829,20100817,1813A046,"History and Adventures of Godfrey Ranger, The",David William PAYNTER,1813,?,Male,,THE HISTORY AND ADVENTURES OF GODFREY RANGER; IN THREE VOLUMES. BY D. W. PAYNTER,"Manchester:                     Printed and sold by R. & W. Dean, Market-Street, 1813","3 vols (I xiii, 259p; II v, 272p; III viii, 345p). 12&deg;",O 249.s.101&ndash;103; EN2 1813: 45; NSTC P787; xOCLC,"The Publisher's Preface', vol. 1, pp. [iii]&ndash;x, (humorously?) deprecating the work as if to forestall criticism. Collates in sixes","London 1816 as <i>Godfrey Ranger. A Novel</i> (Corvey&mdash;a reissue by A.K. Newman), CME 3-628-48405-7"
1066,GARSIDE1800-1829,20100817,1813A050,Olivia; or the Nymph of the Valley,John POTTER,1813,?,Male,,"OLIVIA; OR THE NYMPH OF THE VALLEY: A NOVEL, IN TWO VOLUMES. BY JOHN POTTER, M.D","London:                     Printed for W. Earle, Albemarle-Street, 1813",2 vols (I missing; II 208p). 12&deg;,BL 1154.c.28; EN2 1813: 49; NSTC P2735; xOCLC,"Vol. 1 is missing in BL, and no other copy has been located",
1076,GARSIDE1800-1829,20100817,1813A060,"Life of Pill Garlick, The",Edmond TEMPLE,1813,?,Male,,THE LIFE OF PILL GARLICK; RATHER A WHIMSICAL SORT OF FELLOW,"London:                     Printed for the Author; and sold by John Miller, 25, Bow Street, Covent Garden; and N. Mahon, Dublin, 1813","1 vol.  (xlviii, 321p). 12&deg;",BL N.2067; EN2 1813: 59; NSTC P1785; OCLC 9930143,"See also <a href=""titleDetails.asp?title=1816A056""><i>Memoirs of Myself</i></a> (EN2 1816: 56), which describes itself as a second vol. to this item",2nd edn 1815 (NSTC)
1079,GARSIDE1800-1829,20100817,1813A063,"Travels of Sylvester Tramper through the Interior of the South of Africa, The",George WALKER,1813,?,Male,,"THE TRAVELS OF SYLVESTER TRAMPER THROUGH THE INTERIOR OF THE SOUTH OF AFRICA: WITH THE ADVENTURES & ACCIDENTS THAT HE ENCOUNTERED IN A JOURNEY OF MORE THAN TWO THOUSAND MILES THROUGH THESE UNKNOWN WILDERNESSES, CONSTANTLY EXPOSED TO DANGER FROM BEASTS OF PREY, AND THE ATTACKS OF SAVAGES. EMBELLISHED WITH PLATES","London:                     Published and sold by G. Walker, Publisher of Books and Music, 106, Great Portland Street, 1813","1 vol.  (216p, ill.). 12&deg;",BL 836.c.9; ECB 596; EN2 1813: 62; NSTC W216; OCLC 13384669,"W. Wilson, Printer, 4, Greville-Street, Hatton-Garden, London', after t.p. imprint date",2nd edn 1813 (NSTC); 3rd edn 1816 (OCLC); 4th edn 1817 (NSTC)
1032,GARSIDE1800-1829,20100817,1813A016,"Forest of Valancourt, The",Peter Middleton DARLING,1813,?|romance,Male,,"THE FOREST OF VALANCOURT, OR THE HAUNT OF THE BANDITTI; A ROMANCE. BY P. M. DARLING, AUTHOR OF ""THE ROMANCE OF THE HIGHLANDS.""","Edinburgh:                     Printed by J. Hay & Co. for the Author; sold by William M'William, Lawmarket, 1813","1 vol.  (10, 287p). 12&deg;",O Vet.A6e.350; EN2 1813: 16; NSTC D305; xOCLC,"Prefatory 'Beauty and Virtue, an Ode' addressed to 'Miss Margaret Susannah Anderson', pp. [5]&ndash;10, followed by an address to reader (1 p. unn.) dated Edinburgh, 24 Apr 1813. Collates in sixes",
1041,GARSIDE1800-1829,20100817,1813A025,"Towers of Ravenswold, The",William Henry HITCHENER,1813,?|romance,Male,,"THE TOWERS OF RAVENSWOLD; OR, DAYS OF IRONSIDE. A ROMANCE. BY WILLIAM HENRY HITCHENER, OF THE SURRY [sic] THEATRE: AUTHOR OF ST. LEONARD'S FOREST, &C. IN TWO VOLUMES","London:                     Printed for C. Chapple. Pall Mall, 1813",2 vols (I 204p; II 202p). 12&deg;,Corvey; CME 3-628-47674-7; EN2 1813: 25; NSTC H1927; xOCLC,,
1025,GARSIDE1800-1829,20100817,1813A009,"Heroine, The",Eaton Stannard BARRETT,1813,?|satire,Male,,"THE HEROINE, OR ADVENTURES OF A FAIR ROMANCE READER, BY EATON STANNARD BARRETT, ESQ. IN THREE VOLUMES","London:                     Printed for Henry Colburn, Public Library, Conduit-Street, Hanover-Square; and sold by George Goldie, Edinburgh, and John Cumming, Dublin, 1813","3 vols (I xx, 224p; II 239p; III 302p). 12&deg;",BL 012635.d.8; ECB 41; EN2 1813: 9; NSTC B670; OCLC 6651570,Dedication to George Canning,"2nd edn 1814 as <i>The Heroine, or the Adventures of Cherubina</i> (NSTC); 3rd edn 1815 as <i>The Heroine, or the Adventures of Cherubina</i> (OCLC); Philadelphia 1815, from London 2nd edn (OCLC)"
1078,GARSIDE1800-1829,20100817,1813A062,Ferrandino,Christian August VULPIUS,1813,goth,Male,Henry George BOHN,FERRANDINO: BY THE AUTHOR OF RINALDO RINALDINI. A CONTINUATION OF THAT CELEBRATED ROMANCE. TRANSLATED FROM THE GERMAN. IN TWO VOLUMES,"London:                     Printed and published by W. Oxberry, and sold by all Booksellers, 1813","2 vols (I ii, 220p; II 180p). 12&deg;",ViU PZ2.V84F.1813; EN2 1813: 61; xNSTC; OCLC 7112124,"Trans. of <i>Ferrandino; Fortsetzung der Geschichte Rinaldinis</i> (Leipzig, 1799). ER and QR in their listings of New Publications for Feb 1813 and May 1813 respectively both state 'Translated from the German, by George Soane, A.B.'. DNB and Block, however,  attribute the translation to Henry George Bohn (1796&ndash;1884). ECB 204 lists Colburn edn, Apr 1813, price 10s 6d. Summers (p. 323) gives only a Colburn 1813 edn, 'by Henry G. Bohn', later adv. by Newman. It is possible that this represents a rival version, though no copy with this imprint has  been located",
1092,GARSIDE1800-1829,20100817,1814A012,Tell-Tale Sophas,John BATTERSBY,1814,?,Male,,"TELL-TALE SOPHAS, AN ECLECTIC FABLE, IN THREE VOLUMES. FOUNDED ON ANECDOTES, FOREIGN AND DOMESTIC. BY JOHN BATTERSBY","London:                     Printed by D. N. Shury, and sold by J. Wallis, 77, Berwick-Street, Soho, 1814",3 vols (I 259p; II 287p; III 280p). 12&deg;,Corvey; CME 3-628-47129-X; ECB 581; EN2 1814: 12; NSTC B977; OCLC 43002513,"For a possible connection with John Battersby Elrington, the supposed translator of <a href=""titleDetails.asp?title=1803A039""><i>Russian Tales</i></a> (EN2 1803: 38) and <a href=""titleDetails.asp?title=1804A073""><i>Confessions in Elysium</i></a> (EN2 1804: 71), and beyond that with the satirical fictions of 'Charles Sedley', see <a href=""../guide/update4.html"">EN2 Update 4</a>",1826 (NUC)
1102,GARSIDE1800-1829,20100817,1814A022,"Mistress of Royalty, The",Pierce EGAN,1814,?,Male,,"THE MISTRESS OF ROYALTY; OR, THE LOVES OF FLORIZEL AND PERIDITA, PORTRAYED IN THE AMATORY EPISTLES, BETWEEN AN ILLUSTRIOUS PERSONAGE, AND A DISTINGUISHED FEMALE: WITH AN INTERESTING SKETCH OF FLORIZEL AND PERDITA, INCLUDING OTHER CHARACTERS","London:                     Printed by and for P. Egan, 29, Great Marlborough Street; and sold by all Booksellers, 1814",1 vol.  (144p). 8&deg;,BL C.57.b.51; EN2 Update 1; NSTC E558; xOCLC,"Roman &agrave; clef relating affair between Prince Regent and Mary Robinson, in the form of letters between the pair. BL copy has author's inscription dated 'January 25, 1843' and signed 'Pierce Egan'. The handwritten dedication comments: 'With the Author's best respects, to J. Richardson, Esq. If there is any merit attached to this little Book&mdash;it is from its <i>singularity</i>. The Author having, in the capacity of a Printer&mdash;composed the Types, and worked it off at the Press.' A 'Memorial [&hellip;] Sacred to the Memory of Perdita' appears on pp. 141&ndash;44",
1103,GARSIDE1800-1829,20100817,1814A023,"Letters of Ortis to Lorenzo, The",Niccolo Ugo FOSCOLO,1814,?,Male,,"THE LETTERS OF ORTIS TO LORENZO: TAKEN FROM THE ORIGINAL MANUSCRIPTS, PUBLISHED AT MILAN IN 1802. TRANSLATED FROM THE ITALIAN","London:                     Printed for Henry Colburn, 1814","1 vol.  (iv, 233p, ill.). 12&deg;",No copy located; ECB 342; EN2 1814: 21; xNSTC; OCLC 49475896,"Trans. of <i>Ultime Lettere di Jacopo Ortis</i> (Milan, 1802). 'Preface, by the Translator' signed F. B. and dated London, 1 Jan 1814. Copy not found in Regenstein Library, University of Chicago; details from OCLC together with microfilm copy (t.p. missing) in Regenstein Library. Frontispiece portrait in a '2nd edn' in BL bears legend: 'Published Jan.<sup>y</sup> 1 1814 by Henry Colburn. Conduit Street'. An Italian language version ('Londra, 1811') was reviewed in QR 8: 438&ndash;45 (Dec 1812)","2nd edn 1815 as <i>Love and Suicide; or, the Letters of Ortis to Lorenzo</i> (OCLC); 2nd edn [sic] 1818 as <i>The Letters of Ortis to Lorenzo</i> (BL 12410.ccc.29; NSTC 2O5322)"
1104,GARSIDE1800-1829,20100817,1814A024,Sarsfield,John GAMBLE,1814,?,Male,,"SARSFIELD: OR WANDERINGS OF YOUTH: AN IRISH TALE. BY JOHN GAMBLE, ESQ. STRABANE; AUTHOR OF SKETCHES, &C. IN IRELAND. IN THREE VOLUMES","London:                     Printed for C. Cradock and W. Joy, 32 Paternoster Row; Doig and Stirling, Edinburgh; M. Keene, Dublin; and S. Archer, Belfast, 1814","3 vols (I viii, 204p; II 232p; III 219p). 12&deg;",Corvey; CME 3-628-47755-7; ECB 222; EN2 1814: 22; NSTC G125; OCLC 42383964,,
1105,GARSIDE1800-1829,20100817,1814A025,"Confessions of Sir Henry Longueville, The",Robert Pierce GILLIES,1814,?,Male,,THE CONFESSIONS OF SIR HENRY LONGUEVILLE. A NOVEL. IN TWO VOLUMES,"Edinburgh:                     Printed by James Ballantyne and Co. for Longman, Hurst, Rees, Orme, and Brown, London, 1814",2 vols (I 220p; II 204p). 12&deg;,Corvey; CME 3-628-47316-0; ECB 231; EN2 1814: 23; NSTC G956; OCLC 12310417,,
1117,GARSIDE1800-1829,20100817,1814A037,"Scotchwoman, The",Anthony Frederick HOLSTEIN,1814,?,Male,,"THE SCOTCHWOMAN. A NOVEL. IN THREE VOLUMES. BY ANTHONY FREDERICK HOLSTEIN, AUTHOR OF SIR OWEN GLENDOWR; LOVE, MYSTERY, AND MISERY; THE ASSASSIN OF ST. GLENROY; INHABITANTS OF EARTH; BOUVERIE; THE MODERN KATE; MISERIES OF AN HEIRESS, &C. &C","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. Leadenhall-Street, 1814",3 vols (I 233p; II 211p; III 226p). 12&deg;,Corvey; CME 3-628-47738-7; ECB 278; EN2 1814: 35; xNSTC; xOCLC,,
1120,GARSIDE1800-1829,20100817,1814A040,Milford House,George LOFTUS,1814,?,Male,,"MILFORD HOUSE; OR, FOLLY AS IT FLIES. BY A LATE OFFICER OF THE THIRD GUARDS. IN THREE VOLUMES","London:                     Printed for William Lindsell, Wimpole Street; by Dove, St. John's Square, 1814",3 vols (I 243p; II 203p; III 162p). 12&deg;,Corvey; CME 3-628-48131-7; EN2 1814: 38; NSTC L2222; OCLC 38608991,Dedication to the Marchioness of Townshend,
1121,GARSIDE1800-1829,20100817,1814A041,Courtly Annals,Richard MATHEW,1814,?,Male,,"COURTLY ANNALS; OR, INDEPENDENCE THE TRUE NOBILITY. A NOVEL. IN FOUR VOLUMES. BY RICHARD MATHEW, ESQ","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. Leadenhall-Street, 1814","4 vols (I 254p, ill.; II 242p; III 260p; IV 251p). 12&deg;",Corvey; CME 3-628-48196-1; ECB 373; EN2 1814: 39; NSTC M1658; xOCLC,Dedication 'to Myself',
1138,GARSIDE1800-1829,20100817,1814A058,"Victim of Intolerance, The",Robert TORRENS,1814,?,Male,,"THE VICTIM OF INTOLERANCE; OR, THE HERMIT OF KILLARNEY. A CATHOLIC TALE. BY ROBERT TORRENS, MAJOR IN THE ROYAL MARINES","London:                     Printed for Gale, Curtis, and Fenner, Paternoster-Row, 1814",4 vols (I 181p; II 238p; III 221p; IV 288p). 12&deg;,Corvey; CME 3-628-47458-2; ECB 594; EN2 1814: 56; NSTC T1337; OCLC 42386662,"Dedication 'to the People of Ireland'. Colophon throughout of W. Flint, Printer, Old Bailey, London",
1112,GARSIDE1800-1829,20100817,1814A032,Pierre and Adeline,D. F. HAYNES,1814,?|castle,Male,,"PIERRE AND ADELINE; OR THE ROMANCE OF THE CASTLE. IN TWO VOLUMES. BY D. F. HAYNES, ESQ","London:                     Printed for B. and R. Crosby and Co. Stationers' Court, 1814",2 vols (I 355p; II 356p). 12&deg;,"Cornell University, PR.4769.H2.P5; ECB 260; EN2 1814: 30; xNSTC; xOCLC",Pagination at the end of vol. 2 incorporates 4 pp. list of 'Books now publishing by B. and R. Crosby and Co.'; the text of the novel ends at p. 352,"1841 as <i>The Romance of the Castle</i> (NSTC 2H14188, OCLC 29100077)"
1136,GARSIDE1800-1829,20100817,1814A056,Love and War,Alexander STIVEN,1814,?|histrom,Male,,LOVE AND WAR: AN HISTORICAL ROMANCE,"London:                     Printed for the Author, 1814",2 vols. 12&deg;,No copy located; EN2 1814: 54; xNSTC; xOCLC,Imprint details from Block,
1123,GARSIDE1800-1829,20100817,1814A043,Corasmin,Hugh MURRAY,1814,?|romance,Male,,"CORASMIN, OR, THE MINISTER; A ROMANCE. IN THREE VOLUMES. BY THE AUTHOR OF THE SWISS EMIGRANTS","London:                     Printed for Longman, Hurst, Rees, Orme, and Brown, Paternoster Row, 1814","3 vols (I iii, 269p; II 243p; III 275p). 12&deg;",Corvey; CME 3-628-47337-3; ECB 135; EN2 1814: 42; NSTC M3701; OCLC 42228780,"Colophon of 'Walker and Greig, Printers, Edinburgh' in all vols. See <a href=""titleDetails.asp?title=1804A054""><i>The Swiss Emigrants</i></a> (EN2 1804: 52) for the faint possibility of a  connection with Louisa Theresa Bellenden Ker; but see also Publishing Papers (click on link below), which indicate strongly that Murray was in fact the author",
1139,GARSIDE1800-1829,20100817,1814A059,"Vaults of Lepanto, The",T. R. TUCKETT,1814,?|romance,Male,,"THE VAULTS OF LEPANTO. A ROMANCE. IN THREE VOLUMES. BY T. R. TUCKETT, ESQ","London:                     Printed at the Minerva-Press, for A. K. Newman and Co. Leadenhall-Street, 1814",3 vols (I 220p; II 227p; III 286p). 12&deg;,Corvey; CME 3-628-48840-0; ECB 602; EN2 1814: 57; xNSTC; xOCLC,"Drop-head title reads: 'Urbino; or, the Vaults of Lepanto', the title also given in Blakey (copy not seen), ECB and Frank",
1081,GARSIDE1800-1829,20100817,1814A001,"Month in Town, A",John AGG,1814,?|satire,Male,,"A MONTH IN TOWN. A SATIRICAL NOVEL. BY HUMPHRY HEDGEHOG, ESQ. AUTHOR OF ""THE GENERAL-POST BAG, "" ""REJECTED ODES,"" &C. &C. &C","London:                     Printed for J. Johnston, 98, Cheapside, 1814",3 vols (I 200p; II 191p; III 184p). 12&deg;,BL 1154.k.13; EN2 1814: 9; NSTC A591; OCLC 3695786,,"2nd edn 1815 (OCLC); 3rd edn, corrected, with new preface, 1816 (NSTC)"
1084,GARSIDE1800-1829,20100817,1814A004,"Cabronazos, The",ANON,1814,a,Male,,"THE CABRONAZOS, OR A SPANIARD IN LONDON. A NOVEL IN TWO VOLUMES. BY A GRADUATE","London:                     Printed by R. Juign޸, 17, Margaret Street, Cavendish Square. Sold by Sherwood, Neely and Jones, Paternoster Row, and all other Booksellers, 1814","2 vols (I ii, 240p; II 246p). 12&deg;",BL 12613.d.18; EN2 1814: 2; NSTC G1594; OCLC 43765667,"Dedicatory letter, in French, from the author 'A Madame La Marquise De W&mdash;&mdash;', dated 'A Londres, ce 20 Mars, 1814'","2nd edn 1815 as <i>The Spaniard in London; or, the Cabronazos</i> (Corvey&mdash;a reissue, with replacement t.p., by Thomas Tegg), CME 3-628-48665-3"
1089,GARSIDE1800-1829,20100817,1814A009,Popularity,ANON,1814,a,Male,,POPULARITY: OR THE VOTARY OF WEALTH: IN THREE VOLUMES. BY A MISER,"London:                     Published by Sherwood, Neely, and Jones, Paternoster-Row; and C. Chapple, Pall-Mall; and sold by all Booksellers, 1814",3 vols (I 188p; II 196p; III 214p). 12&deg;,Corvey; CME 3-628-48484-7; EN2 1814: 7; NSTC P2553.5; OCLC 9611253,"Adv. facing t.ps. for: 'The Marquis & his Wife: or, fashionable Infidelity: a highly finished Novel, in three Volumes [&hellip;] by an Author of Celebrity'; vol. 2, 'The Carthusian Friar; or Mysteries of Montanville: A Posthumous Romance in Four Volumes by an Author of Celebrity'; vol. 3, 'Just published, The Ballad Singer [&hellip;] by Mrs. Edgeworth'. T.p. imprint changes in vols 2 and 3 to 'London: Printed for J. and M. Taylor, 96, Lucas Street, Brunswick Square; Sherwood, Neely, and Jones, Paternoster Row; and C. Chapple, Pall-Mall, 1814'. OCLC gives imprint date as 1843, probably in error",
1134,GARSIDE1800-1829,20100817,1814A054,Waverley,Sir Walter SCOTT,1814,goth,Male,,"WAVERLEY; OR, 'TIS SIXTY YEARS SINCE. IN THREE VOLUMES","Edinburgh:                     Printed by James Ballantyne and Co. for Archibald Constable and Co.; and Longman, Hurst, Rees, Orme, and Brown, London, 1814",3 vols (I 358p; II 370p; III 371p). 12&deg;,BL C.59.g.16; ECB 627; EN2 1814: 52; NSTC S893; OCLC 2349473,,"2nd edn 1814 (Corvey), CME 3-628-48598-3; 3rd edn 1814 (NSTC); 4th edn 1814 (NSTC); 5th edn 1815 (NSTC); 6th edn 1816 (NSTC); 7th edn 1817 (NSTC); 8th edn 1821 (NSTC); Boston 1815 (OCLC) [also New York 1815 (OCLC)]; French trans. (of 4th edn), 1818; German trans., 1821. Numerous reprintings in collected edns"
